id,gender,age
0b9895,2,3
0f5777,2,54
13464b,2,74
161bba,2,29
1c4e4b,2,35
1db92d,2,26
01677c,1,37
1a2c55,2,23
0ba4c8,2,52
117113,2,58
1e3ef3,1,67
11c32c,1,15
0ae164,1,50
02a4c0,2,46
136856,1,3
02cb3a,2,51
120865,2,34
17890b,2,73
1ba17b,2,23
1e1ac9,1,50
11f7fa,2,50
141d23,1,2
01d9f6,1,25
1e77d7,2,55
02e8af,2,43
1.12E+19,2,35
1a0ffe,1,99
0a5126,1,27
0f5217,1,35
0e7882,2,46
0f1b13,2,51
1a691c,2,45
1aef5c,2,43
17d4ce,2,1
0a0b17,1,30
003a99,1,41
1055b0,2,58
11fbf7,1,50
19412f,1,32
1865ac,2,63
0f0f66,2,29
041de7,2,20
0db839,2,47
0eef1d,1,63
100190,1,24
05eb5c,2,27
0468f2,2,48
56782,1,30
151d0f,2,41
1d8545,2,48
0041f8,1,61
06050e,1,28
1568ab,2,29
13804,2,25
126dd7,2,50
49446,1,29
114970,1,72
1aa5df,2,45
117471,1,50
0c98b7,2,37
14843e,1,52
15d25f,1,69
0953a3,2,45
04643e,1,28
1b2afc,1,26
0d3932,2,28
14ae94,1,32
1e124b,1,33
1d8013,1,25
11465d,2,41
14fd03,2,26
05752a,1,29
0c8cb7,1,37
19f186,1,63
130f15,1,59
12caba,2,1
1bf318,1,43
1186ac,1,43
153426,2,59
0e6379,2,32
0ba463,1,30
0cabce,2,42
344,2,31
002b86,2,44
126dd0,2,60
1bffa9,2,54
127163,1,88
1e6c38,2,68
1afcde,1,36
19e5fc,2,75
054dd1,1,39
0dfebd,2,33
1.07E+100,2,67
1c2af4,2,21
1.31E+20,2,62
1b1f4b,2,71
1e2bc1,1,41
04ba1c,1,49
054e5d,1,49
17aa22,2,49
1c6907,1,27
02c160,2,29
12a6d7,1,49
19508,1,65
13c8c0,2,36
05a26d,2,51
1af6e9,2,25
195035,2,17
0e48a6,2,20
06fe8f,1,48
00b100,2,39
084d5b,1,29
0d02c4,2,35
055ab9,1,48
101b5a,2,62
0329ba,2,46
1837be,1,15
1b17ef,1,24
0185b1,1,57
118ef8,1,27
15b32c,1,20
0a77ba,2,20
036a03,1,28
1a409d,1,39
0e946b,2,33
12c213,2,17
0e7681,2,56
11ea5c,1,27
0af798,2,51
0ad712,1,26
040d76,1,67
167818,2,57
1d9ac6,1,41
10ed61,1,20
15e8cb,2,39
0a277c,1,40
0ed473,1,43
16230a,2,32
1b3e96,1,57
0cb89b,2,46
04b3df,1,59
1b2e0a,2,19
1479fb,1,47
18cdb4,1,26
15721f,2,48
13118c,1,62
1b769f,2,32
090ef4,2,65
0424a2,1,52
038e9b,1,41
155908,1,23
14e9bb,1,43
17ae61,1,40
1b1ce2,1,35
0c8d98,2,54
10ad3d,1,40
04ffcb,2,30
00a248,2,48
069c68,2,44
0901ea,1,36
10a799,2,49
0091d6,1,36
1c4bba,2,37
44164,1,56
0cdf24,1,54
09a81a,1,40
1c5f94,2,2
15f032,2,53
094b62,2,31
0d714b,2,35
159bfd,2,69
0edd57,2,27
0887ae,2,50
1cbb2e,2,30
0c2a87,1,30
03472b,1,57
081cf9,2,27
192340,2,58
18be30,2,46
04be27,1,3
01b50c,2,33
07d9e1,2,34
156759,2,55
149eec,1,16
0e56c4,2,32
0c74fb,2,37
0068bd,2,57
0af418,1,45
0ae530,2,36
60304,2,25
14a45d,2,54
0fce02,1,8
05e19f,1,24
015bfd,2,33
1bd790,1,22
154198,2,45
151ee2,2,27
075ec7,1,52
0f49c6,1,40
115a9a,2,32
194286,2,24
18c77c,2,1
4100,1,53
1a5bd5,2,49
0c6548,2,31
162743,1,40
15dbc6,1,25
14788,1,5
0ccc01,1,41
03a9d4,2,34
06059a,2,34
079c6f,2,30
03ed95,1,45
076d97,2,27
1d297f,1,49
1087d6,2,53
187c3c,1,21
16beeb,1,49
0d2a88,1,45
112df0,1,51
1e2847,1,57
152587,1,44
0fb022,2,37
1a1ef7,1,50
0fc355,1,72
13cb99,2,67
35163,2,47
08c63f,1,43
07a9d8,2,31
148c8b,1,26
1358a3,2,35
132685,2,28
0e6e90,1,20
07e2a3,1,41
0b8a82,1,35
1a3eac,2,28
182c38,2,25
173cc1,1,82
1b8be4,2,36
07cec4,2,61
1597d4,1,73
0af6c2,1,26
19a5d7,1,27
15fcd1,1,40
164b62,2,44
0037a6,2,33
0f2933,2,54
10d2f3,2,8
04406c,2,31
1e702f,1,36
0587a7,2,31
08663c,1,33
171af4,2,23
10e344,1,50
01c309,2,22
1.99E+84,1,39
0d31c7,2,55
0def8d,2,62
0c255c,1,22
0e9f1b,1,38
0b2676,1,18
08c5b1,2,53
07c4f0,2,26
1537a8,2,74
15eec0,2,40
0d5503,2,25
0c0bde,1,29
108f3d,1,36
0d8f4a,1,64
18a19b,2,40
028b79,2,40
1dfa62,1,27
196c6a,1,34
05645a,1,48
09e0bd,2,61
0d77a2,1,55
17fec6,1,30
1cd19f,2,64
13696d,2,42
010daa,1,28
15694f,1,29
08fbb3,2,82
0248fd,2,62
1344a6,2,46
0bc3cb,2,32
0afe63,1,45
06aa92,1,35
116654,2,49
07a98e,1,56
138d67,2,33
1d7ba9,1,30
18ff70,1,50
01dfcb,1,39
18844c,1,61
16451a,2,18
1a55c2,2,25
1.70E+20,1,29
05b0fb,2,37
7.40E+53,1,28
172f25,1,46
137a23,2,64
88322,1,53
0e6b16,1,53
08156b,1,40
03fb00,2,21
16608c,2,39
186a82,2,78
0c8aa8,2,29
1.34E+51,1,58
10e0b0,2,22
01372c,1,53
15244e,2,38
126243,2,21
1c7042,1,26
11061b,1,60
12a8f8,1,70
103395,2,70
08ba76,2,64
0ad14c,2,69
147414,1,52
07fde7,1,25
176d31,2,41
143a0b,1,42
0285cf,1,54
1e3138,1,28
03fce5,1,41
16a8fa,1,22
03142f,2,73
08cb82,1,57
0e0b24,1,53
062ba5,2,9
1542fe,1,72
1a1924,1,35
0769ee,1,18
1dfdc4,1,27
52309,2,41
09d7ca,1,10
01d831,1,61
06a031,1,40
1b459c,1,17
1d518f,1,21
08fea3,1,33
0b2af8,2,9
0d8d38,1,43
10eddf,1,29
05566e,2,49
1.86E+81,1,30
027cc3,2,59
00c67e,2,35
037e3d,1,39
06f9c0,1,46
14852,2,22
09ecd9,2,26
17ade2,2,48
03c658,2,43
8.70E+59,2,75
0e64dd,2,17
1b74d2,1,46
00aee0,2,79
021a2f,1,40
8.50E+17,1,43
16f442,1,58
0abc74,1,55
076a0e,1,32
0ce08e,1,3
18517,1,75
1dad3d,2,34
1d7deb,2,17
1d80ed,1,21
195276,2,40
0d76fb,2,31
1b5ecd,1,33
161f6a,2,6
195ce3,1,6
1ce577,2,63
16accf,1,45
189547,2,47
1576dd,2,69
065fe6,1,25
162103,2,63
106cd1,1,56
01eba0,1,25
0ad1fc,1,52
0f439f,2,25
11bf6c,2,45
1a106e,1,50
09e9ef,1,62
03cb8f,1,52
0b997d,1,17
0fdaa5,2,60
14ff79,2,30
01f91d,2,40
00401d,2,62
0a4a37,2,57
1e6f16,2,47
131390,2,39
15609f,1,30
62035,2,35
1558af,2,37
01f659,2,27
094d6a,2,24
03bc3a,1,29
0077d4,2,54
1c59e9,1,41
1b7845,1,32
141b1e,2,34
5693,1,25
0b821b,2,45
12d98d,2,58
171805,1,29
0e7826,2,32
1c2243,2,28
029f0d,1,22
1e1235,1,25
0ba0c8,1,55
05befb,2,66
02d49b,2,70
128a20,2,53
0a1f40,2,44
14c044,2,38
1d926c,2,35
01d948,1,45
1478cb,1,36
1a023b,1,48
1ddd2b,2,30
166cf2,2,77
07c270,1,52
15f967,2,92
1411b2,2,26
060d02,1,77
13be88,2,39
06050d,2,72
00058d,2,51
0f0e00,2,29
175bb2,1,46
14297,2,70
115716,2,3
1bbe60,2,40
13111c,1,74
177fc2,2,24
051fdf,1,48
0a3dda,1,52
1dce79,1,13
163428,2,25
1cd89a,1,30
123745,1,47
0e295b,2,29
10849a,2,38
8685,1,49
08c970,1,41
0db11a,1,47
008d7a,1,47
167313,2,27
0e0d20,1,51
0726ae,2,70
07b93e,2,62
1ad5da,1,82
0576d6,1,34
01eb56,2,40
0a683c,2,21
1882ab,2,56
08eb20,2,42
18e2c6,2,41
093a27,1,38
151ed6,1,36
01c7f0,1,24
05e6a9,1,20
039dfd,1,70
0e4b14,2,40
180adb,2,27
47566,1,52
102eb3,2,58
039fd6,2,28
1a5cf0,1,2
15975,2,39
1972ea,1,73
193fd6,1,37
14a7cc,2,74
06958a,1,43
15dcb6,1,37
15fcef,2,78
05b745,2,31
09db32,1,3
10dd79,2,35
35233,2,47
0954ad,2,25
0ce944,2,33
1b4ef2,1,26
0338d6,1,51
14abcb,2,46
03109b,1,47
15372a,1,41
1.50E+86,1,24
1572a2,2,40
151841,2,32
06f09b,1,29
14b061,1,29
00a46d,1,76
180051,1,46
1d749e,1,80
02496a,1,48
1.35E+05,2,61
1ab0f4,1,37
016bbd,2,40
144369,2,51
054b0b,2,30
1c6fb8,2,30
161f69,2,82
05b21c,1,40
152143,1,71
0e89cd,1,33
0f8505,2,39
107ae0,1,51
12bcf7,2,60
1ade9e,2,37
1b0990,2,52
14b1b0,1,40
0a8feb,1,25
1073c3,2,63
09bf25,1,67
0230f2,2,2
58996,1,65
1ba73c,2,57
00cdfc,2,32
09d9d6,2,37
17ba2f,1,32
00cbe8,2,70
1c9fc7,1,41
092ec1,1,93
123c07,2,35
062d2e,1,42
0bfe87,1,30
0b8f6a,1,31
1c53bc,1,32
0314ce,1,80
188830,2,30
1.43E+05,2,36
178de4,1,49
0bd684,2,37
0c6823,1,28
0cba94,2,24
0729fd,2,31
0036a1,2,7
08bcd7,1,41
0484b5,2,55
1370f4,1,23
0cb775,2,66
15d06a,2,24
1cdec2,2,35
17222f,1,39
0c8388,1,52
00504d,1,34
16800a,2,31
0ec6df,2,60
1d99a7,2,65
15cc52,2,27
17d516,1,1
1b54dc,1,33
11ae26,1,36
0a7722,2,31
14ca72,2,52
1e549f,1,42
0ec75d,1,42
1ad8c4,1,30
1a8cab,1,1
198ca1,1,1
0f8318,1,31
143058,2,54
1d308d,1,27
5.89E+08,1,24
079a2e,2,58
0115aa,1,19
162dd2,1,21
129642,1,52
1cb7f7,1,55
0c05ef,1,37
0b46ce,2,41
06b59b,1,30
0b8253,1,32
101baf,1,33
0da1cf,2,31
1a2b67,2,46
1946fa,1,68
1a8382,1,48
1c9775,1,33
0ed5c6,2,29
0840df,1,48
10b102,1,35
05b89c,1,32
1c2e03,2,23
0dacd5,2,33
1bcb57,1,50
16b775,1,53
01083a,2,56
078d5b,1,31
179923,2,44
1cfc8e,2,49
090cf3,2,73
16a937,1,38
19a543,1,47
1.55E+10,2,23
0b2e0f,2,36
04fb06,2,3
1239f8,1,34
08d7bd,1,50
13d9ae,2,27
0f955c,1,61
13bca3,2,42
0fa62a,2,86
00c677,2,63
15f408,1,55
1c547c,2,42
07207e,1,50
18302,1,55
0d2619,1,45
1a13a5,1,42
0da3d8,2,30
19ceb1,1,35
03780e,2,61
0003fb,1,23
163c1c,2,29
0b62a6,2,27
0445f7,2,35
00b64b,1,59
11751e,2,64
18739f,2,27
18bd05,2,30
4.17E+05,1,4
1419cd,1,51
055fca,1,22
1438d0,1,52
04c03e,2,23
1590b7,2,32
00b200,2,70
1bcefb,2,18
0a3a02,1,42
187308,2,30
05a948,2,33
08a671,2,24
002aa2,2,55
15823f,1,0
1dbd5e,2,31
102669,1,56
184726,2,81
12fdb7,2,42
11cd5b,2,43
0e89a7,1,30
147f65,2,35
14ea4f,1,51
0607a1,1,44
08d38d,2,39
0c0560,2,54
0a591d,1,26
013d9e,1,59
07a2a0,1,40
1.70E+36,1,62
086b2d,2,48
1a24fc,2,22
0b1b66,2,47
0f02ea,2,36
02d87b,2,40
18aa93,2,40
00df64,2,50
1d5a9a,1,30
053cf5,1,13
14ba1f,2,82
1b2166,1,58
16fadf,1,87
0d2130,1,41
1e69b3,1,33
55885,2,52
05d8c2,2,20
1197a4,2,34
17f046,1,39
0b3446,2,20
109484,1,73
0647ee,1,43
0dbc1c,2,26
1cdbc5,2,16
0bda9e,1,16
13e425,2,58
0561d7,2,18
6.00E+28,2,63
115c63,2,59
131cb6,1,43
1de348,2,44
0c6814,1,23
06ff6a,2,90
08e3c9,2,59
1281f4,1,43
0dd230,2,50
08f849,2,70
0ad7c5,1,66
1ba3f8,2,75
0446c8,1,17
176fdc,1,36
13aaac,2,25
1020ce,1,34
08518f,1,20
00236e,1,72
0bff34,1,4
0ae54f,2,30
73442,1,50
14318c,1,37
0cb868,1,34
1792f8,1,28
06ac17,1,55
0506ff,2,55
197f1b,2,32
0538c8,1,4
09591e,1,49
1ad4ab,2,46
0d0f11,1,74
185ce1,1,35
07860b,1,43
155521,2,31
1a9509,2,35
0e8a3e,2,46
0b474b,2,39
15de9c,2,57
150fa2,2,27
1da1d1,2,34
009f32,2,40
033b99,2,63
07345b,1,59
09aa48,2,78
198d97,1,78
1ba218,2,73
1783ba,1,43
065d0e,2,37
0876a5,1,25
137fc1,2,33
03fe1a,1,28
02d86e,2,82
19f5ca,1,76
01a665,1,48
0f3e3a,2,32
015ce6,1,42
1c31b5,2,24
1b14bd,1,40
15181a,2,29
0a8e32,1,39
0f0c59,2,51
1820da,1,40
00f88b,1,6
17889e,1,78
18c9fc,1,50
1cabf6,2,36
19109c,1,43
0188d6,2,64
198fec,2,71
17aebe,2,50
13bfec,2,27
1628a2,1,91
07b1a0,1,37
192341,1,23
0990dd,2,32
12a8d4,1,37
034f3e,2,44
1a63bd,2,43
147779,1,47
16bbbd,1,35
1d3beb,1,2
155195,2,24
01a4d2,1,46
07a7cb,2,47
6470,2,33
0749a5,2,4
046c4f,2,52
1372c3,1,42
1c9976,1,27
12dd36,2,74
1b720e,1,92
1ab91a,1,27
4909,1,31
0a760b,2,36
08c889,1,19
111f3b,1,17
1c0996,1,64
08f306,1,74
0f81bd,1,51
0d4868,2,44
036bab,2,84
1dc25e,1,43
0c6c61,1,46
028d1d,2,30
1d7a6d,2,43
16051c,2,29
0b02ab,1,65
103ada,1,73
193700,1,18
085b81,1,63
13ba56,1,40
05f00d,1,25
062f42,1,63
08fd14,2,51
53859,1,33
130224,2,62
12f437,1,34
0fbf9b,1,49
063a81,1,23
1.80E+70,1,40
1858c0,1,30
05e382,1,34
14fa1c,1,35
6.70E+07,1,29
159168,1,31
1e4886,1,82
1acbad,1,35
9171,1,37
70077,1,32
06acd1,1,18
126252,1,46
0a5f0a,1,73
00c13c,1,68
0383c4,2,48
0f016e,2,52
18afb6,1,31
1b4a84,2,31
1.30E+242,2,76
09c106,1,24
1303cb,1,62
139f74,1,37
011f09,1,88
16235e,1,35
181d60,1,39
04ab40,1,61
111cbe,2,0
06a850,1,34
003ea3,2,37
0452d3,2,29
1d96ec,1,46
0c9a97,2,34
098b92,1,42
0e1297,2,66
0b5281,2,61
1e192b,1,36
1b5f1a,2,77
02c82b,1,20
06b77d,2,59
1bb8a8,2,68
112175,2,54
1c9048,1,33
1731f7,1,23
05c31c,1,52
1bf1a1,2,44
163d96,1,60
00b51a,2,57
0be1b1,1,49
15df8e,1,61
055bd0,1,59
068f95,1,23
1e82e5,2,59
00776b,2,50
025d16,2,19
0e79d9,1,45
1d87a8,1,28
1bef62,2,35
03f0f4,2,38
175bcd,1,62
1d2f39,2,24
04c60a,1,65
1dfd9d,2,60
0fd5a7,1,27
143f2d,1,28
12cfae,2,50
0b3db3,2,66
0dceb6,1,33
010cb5,1,61
0f32ca,2,37
0bfb33,2,60
04f8b3,1,27
1cda96,2,47
03a6ed,1,28
0c531b,2,44
1da721,2,44
0ef6a2,1,51
1a2fcc,1,43
02a04c,2,27
1816ae,2,30
14532c,1,50
09d972,1,13
0e6ef8,1,56
17c4f1,1,52
1b8059,2,21
1c0a65,1,35
168d72,1,49
1bd0cc,1,54
1b7aae,2,69
0c5822,2,24
1a4256,2,39
184374,2,47
02d807,2,31
084f45,2,33
0f1f92,1,52
0301dc,1,56
09d410,1,66
19ba64,2,32
09ba1e,2,46
77891,1,60
16b4ff,1,25
052a19,1,58
0bb42d,2,25
1c84c0,2,47
0d7896,2,79
83330,2,43
1910cc,1,16
0c1295,2,39
17b3a8,1,32
12350b,1,46
043c8c,2,29
0096b0,1,27
11095f,2,43
13bf88,1,31
1c5195,1,37
08b321,2,25
117368,2,43
15ad82,1,85
06739e,2,25
07e2d5,1,39
1a053a,2,41
1ae24d,2,65
064b68,2,56
1726f4,2,20
166ea3,1,42
143c0d,1,27
11d811,1,38
1d3b40,2,49
12e731,1,36
128082,1,35
0ae588,1,55
1c214a,1,57
057ab7,2,52
1b71f7,1,47
11d686,2,41
0c5f0f,2,15
04b967,1,33
0db4b6,2,36
59956,2,32
04ec2b,1,31
08b5ea,2,26
1a3c99,1,49
1a79f9,2,66
16532d,2,49
1c0fb1,1,59
16f893,1,5
0cb6da,2,48
1bb93d,2,75
1070a8,1,34
19cbfc,2,25
09eeeb,2,67
0bb9db,1,46
0d6701,2,39
0ef5fd,1,38
110bab,2,42
054c82,2,30
17bc27,1,61
1c3538,2,38
05c815,1,41
14a8c6,2,26
13ab42,2,40
0f0d32,1,37
00acc1,1,65
1bf10f,2,52
0cd54a,1,66
20670,2,23
0c437a,2,26
03aa45,1,25
0ea07b,2,65
15481c,1,49
0b87ea,1,89
038a0f,2,37
111a5b,2,44
09d078,2,36
0d8a09,2,49
0e4b70,2,29
10eac6,2,65
1b5565,2,40
0641b2,2,6
00c6a7,1,39
4548,2,0
0f32c6,1,64
104007,1,22
1324a6,2,42
1c96f2,2,37
03dd3b,2,53
0bc8cc,1,33
0f1226,1,35
012abf,1,40
12e546,2,35
01d104,2,34
0c8a9d,1,45
02cfb2,1,30
0c4147,2,77
178532,1,73
11e519,1,40
18ce69,1,89
052c82,2,43
1bd146,2,54
045a8a,1,56
0c19f2,1,8
18509,1,26
1aa476,2,42
095ca3,1,47
08fc29,2,22
02da57,2,41
1d00d3,2,64
16de30,2,32
1539b4,2,32
1c8b32,2,44
75452,1,35
05b14d,2,49
118772,1,36
0f0f45,2,60
02fc71,2,38
187ff8,1,49
10a51e,1,52
0bf76a,2,0
05aa42,1,60
0f2ce3,2,47
175e8c,1,69
13e1d4,1,31
0fab2d,1,29
187eb5,2,56
1c4c22,1,52
117ed2,1,33
06944b,1,25
1a6893,2,49
1.40E+92,1,59
0fb356,2,27
112fce,1,62
0d8a38,1,36
09343d,1,38
19ff49,1,36
0034be,2,67
058fd5,2,34
113019,1,50
095eb9,2,36
171fe5,2,31
01c74c,2,26
078bff,2,7
03f361,2,54
12809,2,77
0dc3d7,1,47
0b0bb1,1,47
0dc9ea,2,49
1c1aca,2,43
0be6bb,2,59
02e6ac,1,75
052b86,2,67
6.00E+207,1,27
0108bb,1,34
070eaf,1,36
3.00E+29,2,43
1b9860,1,28
0f45d6,2,54
06f9a2,2,59
085be8,2,48
1d8e61,2,34
06163e,1,55
17332b,2,34
18ee7f,2,48
0ef4b2,1,32
1d7327,1,33
44690,2,75
07d44c,2,63
156fd9,1,63
17d2ab,1,3
1c689d,2,47
09c6d2,2,45
0e2fdc,2,62
1.71E+48,2,37
0f6fa1,1,41
9.00E+101,1,48
1064b5,1,48
1e0ba6,2,27
06e891,1,51
0aecfc,1,57
00834d,2,47
13d74b,2,68
1a061d,2,28
14ac46,1,24
18c42d,2,22
57351,1,31
037a29,2,48
05552a,2,26
0427c8,1,35
03d5f9,1,34
1a817e,1,3
1594dc,1,51
3.00E+01,2,58
063a6c,1,49
0abf61,2,49
145bc2,1,50
09aa54,2,93
11615a,1,25
165fe5,2,33
4.00E+73,2,72
16d33b,2,39
02c69d,1,55
0b1b46,1,45
15793e,1,24
10efe8,2,29
13f9b9,2,31
12d3e7,1,36
1616fa,2,46
126bc3,2,73
1dfea8,2,50
153b1d,2,81
1b8883,2,48
17e720,1,56
050a40,2,24
1481b9,2,37
17a954,2,44
0c1988,1,25
1219aa,2,47
13b239,1,83
17733c,1,20
014dfa,1,35
05057e,1,40
0aac6d,2,39
15ce7f,2,56
4618,1,32
18ee3c,1,30
07798e,1,56
079dcf,2,54
15fc31,2,32
11afdc,1,48
05ecdd,2,24
0c9967,2,45
1af4b2,1,34
09b114,1,31
96854,2,54
18b7e1,2,38
1201ff,1,53
080e5f,1,33
02dd80,1,8
1a707c,1,15
17a48b,2,31
002a09,1,34
1a4de8,1,65
1c815d,1,47
057ba1,2,62
1e559d,2,27
0490c8,2,79
0de48f,2,56
1e1896,2,31
1c3443,2,55
19ed37,1,32
1a392d,2,46
0b3d4b,1,52
09d911,1,47
15e812,1,43
1188ba,2,57
92136,2,52
019fff,2,24
03ac3f,1,26
045c3c,1,24
176ef0,1,39
054f30,2,61
10fec3,1,44
0f3d5b,2,43
19449f,1,35
10239a,1,52
0157f7,2,10
44625,1,42
15e7f5,1,35
53803,1,33
3.60E+62,2,2
1cfdb6,2,59
1db7fc,2,46
01000d,1,40
1e3145,2,49
09e516,2,43
0.00E+00,1,68
89866,1,37
0cc4ca,1,61
139ff4,1,64
1d86b8,2,54
01e776,1,31
127448,1,31
21230,2,48
1df624,1,53
149fa4,1,37
0950c5,2,37
07b280,1,57
05a4bd,1,0
17009e,2,32
0faefd,2,29
0613dd,1,34
10a949,1,41
0c3aa8,2,24
12990e,1,27
0c0cd3,1,38
145678,2,50
14eb2b,2,55
17b2f9,1,50
152236,1,30
1e1978,2,53
14ab32,1,27
1e5304,2,55
0276df,2,63
14e0b3,2,34
63537,1,50
199efb,1,26
0aa836,1,28
165208,1,32
091fb6,1,20
03cc5d,1,28
19ba75,1,52
135b80,2,55
19e7b6,2,59
005bed,2,37
0a0b4d,2,37
1c8f00,2,59
77729,2,41
00c680,1,28
0820bf,2,70
1db5f9,2,42
151da9,1,26
13cb72,2,29
1c27e2,2,50
1c65ff,1,44
9.20E+83,2,36
16d50e,1,39
1c5452,2,46
01cbc6,2,31
1bc79d,1,62
14781b,1,38
0bf83b,2,51
0b64f9,2,61
192fd0,2,56
121f83,2,25
17faa2,2,18
033b39,1,61
03e37b,1,35
0364b5,1,28
06cc42,2,43
191ca8,2,26
15570e,1,42
1240db,1,67
17a746,1,31
1d713d,1,41
109c40,1,48
0d7bc8,2,74
001a9d,2,32
1bcf5a,2,29
0b09f3,1,28
0b2993,1,45
1dc524,2,45
1b27c5,1,61
15dc09,2,48
090ffd,1,50
093b6d,1,89
015b2d,1,25
12ac25,1,43
0ed0a8,1,60
0d45e6,2,44
0b36ad,1,64
05690f,1,27
1be759,2,46
048c62,2,43
1a4cea,2,25
06ed3b,1,42
1.32E+11,1,57
1e5c24,1,27
0a0db4,1,40
1dbb2c,1,42
18f0fd,1,54
1a8423,1,21
05e7a2,1,73
072c1a,2,27
024f9f,2,36
1a0402,1,53
0d0e26,2,15
026d3e,2,60
08d051,2,79
034d26,2,59
1ba56b,2,25
1db7b3,1,84
1c7ad7,1,71
174304,2,25
0b1346,2,42
053ccd,2,47
067a78,1,42
092d59,2,41
96202,1,45
4.90E+56,1,30
03a45b,2,35
141bd8,1,57
0c81ab,2,30
1db732,1,10
17dc47,2,70
0b53a5,1,47
11212a,2,31
150e6f,1,45
152165,1,25
1df816,2,34
15c40c,2,36
181188,1,32
15fac8,1,45
180f87,2,68
1a1293,1,1
196df8,2,43
1d7d9a,2,12
119b76,2,49
16ad38,1,52
0ab3f7,1,54
04d7a7,1,61
05f2f9,2,59
1e6198,2,25
03a19f,1,20
8083,2,24
121ff3,1,50
05775c,1,72
0f3612,2,32
0d5a60,1,27
0401b6,2,20
149220,2,53
115de0,2,51
1930fa,1,45
074cc8,2,52
15e05a,2,41
150cd8,1,37
43403,1,42
81344,2,53
051c23,2,31
11f651,2,40
1dbf72,2,24
0fb29d,2,25
59101,2,35
085f6c,1,75
16088d,2,59
0a874d,1,63
143b28,2,43
05d0c7,2,30
185031,1,68
15945d,1,30
094ec5,2,49
104dec,1,54
1ab178,1,30
09198b,2,39
19cb81,1,28
178874,2,22
1a6e0c,1,29
0858ef,2,45
58660,1,30
192730,1,43
11a629,1,46
1df8f3,2,76
1b3186,1,40
1b553b,1,38
14eef1,1,39
180b54,1,24
0065ca,1,26
11fb0d,1,14
0671fc,1,24
00e948,2,13
1a3ac1,1,28
01af04,1,28
05c4de,1,28
86816,1,34
05b60f,2,25
07b293,2,39
032b58,2,50
78514,1,57
0fc74c,2,55
18a924,2,68
16d818,2,23
03e0e4,2,23
19e3a0,2,60
19505e,1,51
1c5f8f,1,33
16b3cb,1,75
09a74e,2,49
1a765d,1,48
097f11,1,47
0d7d9c,2,53
052b05,2,38
0396f4,1,37
1.48E+37,1,39
1515f6,2,64
1377c8,1,29
0b142f,1,44
28222,2,26
118c9c,1,68
1e683f,2,59
18cd54,2,88
1a445b,1,39
05319c,1,82
01c291,2,54
095a7d,1,28
10013e,2,25
044a42,2,59
106135,2,54
19d0e8,1,34
14d3dc,1,28
084fa1,1,31
15a176,1,29
1837a3,1,58
148b08,1,25
1c90fc,1,40
0548ac,2,43
30442,1,32
0fb99d,1,2
88149,1,51
1d3199,1,25
02aa3e,2,28
048ea4,2,46
02eb82,2,54
191d06,1,0
190103,2,74
1ddd9d,2,20
0ae787,1,52
05c308,2,39
1b7ad2,2,46
1a48fe,1,22
1b694a,1,21
090c2a,1,82
00b18d,2,67
22065,2,65
172937,1,38
1cbbfd,2,50
02cea5,2,50
1ad95d,1,44
71900,1,52
10a9c5,2,46
17176e,2,31
0c1aba,2,40
1d5969,2,47
1b7d07,2,79
0f8092,1,73
0a3e94,2,41
0098ad,2,23
020c80,1,36
184ef0,2,31
06dad3,2,63
0ab2bf,2,37
156ba6,1,42
10d490,2,59
146f82,2,39
09e766,1,33
16d121,1,26
11fd57,1,34
08e1bc,1,4
10541,1,3
18ca3c,1,36
113651,1,55
17ac69,1,35
0d1205,1,30
1835bf,1,39
1a083a,2,35
049f74,1,44
113233,1,41
106f2f,2,54
047bab,2,57
08f0ce,2,47
02a97e,2,39
17f9e7,1,26
14913a,2,76
18785b,2,57
197a53,2,13
11dd42,2,31
163b62,1,18
179979,2,42
140ed0,2,72
0a2561,2,40
1ac607,2,44
0c3f2d,2,43
1c36bc,2,29
0772b2,1,26
137842,2,34
1b6b08,2,34
14208c,1,1
1c3bf9,2,28
1a50ca,1,71
17a89a,2,72
07938b,1,54
10562f,2,21
029d12,1,47
1a2b29,1,28
0c573f,2,15
14ed11,2,69
80676,2,34
080c1c,1,39
08587c,2,39
1e06cf,1,26
0d6b74,2,35
01d1f7,1,34
14644a,2,47
01d9e0,1,43
1749d3,1,44
073eff,2,68
190bb8,2,61
0aeca8,2,51
1654a8,1,26
043f2d,2,40
026f68,1,31
10fc97,2,47
18f9b9,2,29
0d5546,2,29
0c567f,1,49
0a47a9,1,46
12e0f2,1,30
131efa,2,40
01821b,1,74
0e093f,2,58
14b2df,1,21
01abc9,1,46
04ca56,1,65
0b76a0,1,53
1df16e,2,47
07d053,2,24
19492d,2,47
1e7a9f,2,29
0ebbe1,2,63
1cd826,2,54
06b89e,2,41
0e16ef,2,33
1.55E+04,2,91
1a8d8c,2,72
13f055,2,59
12af10,2,65
0039da,1,13
0d24c0,2,26
1ae554,2,48
42984,2,31
07867e,2,20
16e7b6,2,44
196fa3,2,34
37438,2,41
08f226,1,26
88048,1,3
186d7e,1,6
84288,2,48
0315a5,1,83
0b423b,1,34
05eadb,1,29
7.12E+09,1,48
0096f2,2,53
0b6564,1,41
0ce032,1,27
0a668f,1,39
18db6c,2,59
1d362a,2,38
06da74,2,48
107c9c,1,6
0cc3be,2,33
152bb5,2,8
06fdba,2,28
07555c,2,25
1c9b15,1,24
09a794,2,57
137bd9,2,9
